"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSDARG00000028118",46.0320159119027,-1.19938887462318,0.445847164044773,-2.69013458276194,0.00714232084856151,0.0484949806881454,"dscamb","386937"
"ENSDARG00000100890",33.9377973234022,-1.2042808677102,0.435596051063047,-2.76467351981549,0.00569797929887473,0.0408525539211812,"si:zfos-1069f5.1","103912059"
"ENSDARG00000035508",50.8330514504992,-1.20468359402082,0.429368038033901,-2.80571325135688,0.00502053481224485,0.0370429384879681,"barhl1a","550407"
"ENSDARG00000096978",161.17909829424,-1.20640087568168,0.252390101970543,-4.77990565502638,1.75377473724836e-06,3.75961473445942e-05,"LOC101885411","101885411"
"ENSDARG00000040469",360.917899479068,-1.2084907740698,0.30109845089732,-4.01360674712311,5.9797940792806e-05,0.000901595423168259,"enpp6","791915"
"ENSDARG00000097026",27.0062006046553,-1.20893437708893,0.445433573845771,-2.71406209157353,0.00664637074772631,0.0458135248763911,NA,NA
"ENSDARG00000008100",52.9903986324765,-1.21116516874869,0.312347470873535,-3.8776211805444,0.000105482791155496,0.00147532010571633,"slc7a10a","567420"
"ENSDARG00000078056",157.358154875433,-1.21278377411675,0.441037936415784,-2.74984003410856,0.00596243642976832,0.0422476602915766,"si:dkey-106l3.6","100526811"
"ENSDARG00000100462",42.8200957683616,-1.21816402327364,0.402271622569589,-3.0282126675811,0.00246004896300488,0.0213213377603811,"paqr7a","798104"
"ENSDARG00000021916",119.11118794921,-1.21833614156427,0.390370882958499,-3.12097083760674,0.00180255883841315,0.0166625401680206,"vax1","373870"
"ENSDARG00000094272",30.8500222752,-1.21877526409181,0.450150035489964,-2.70748676664046,0.00677947735372609,0.0464594174595219,NA,NA
"ENSDARG00000011400",3778.8186029544,-1.21956172479897,0.365539313624645,-3.33633532521014,0.000848907037841982,0.00900498284271335,"tnnc1a","353247"
"ENSDARG00000003046",501.25861128292,-1.22454124727817,0.292735132651853,-4.18310312187399,2.87556875343956e-05,0.00047056756956876,"sorbs2a","571008"
"ENSDARG00000057000",46.3257602464921,-1.22515112026098,0.429548551540141,-2.85218310216207,0.00434200818880644,0.0331677664723824,"camkvl","553431"
"ENSDARG00000103515",498.76391059712,-1.23507229659236,0.392113657356906,-3.14978137950493,0.00163392681074676,0.0153626906396409,"vcana","116993"
"ENSDARG00000045190",506.849595446363,-1.2363623363771,0.361030577900059,-3.4245363469444,0.000615849459046513,0.0068020356411128,"ch25h","494109"
"ENSDARG00000017742",37.001668388824,-1.23665106819835,0.418806409056476,-2.95279881457495,0.00314907124726419,0.0257483526635704,"grm6a","568484"
"ENSDARG00000010785",3331.88058781592,-1.23713362114461,0.285170505945692,-4.3382243091444,1.43638517224162e-05,0.000253908536331556,"thbs1b","561901"
"ENSDARG00000021595",53.5927891190574,-1.23893753709219,0.39650058566613,-3.12468021960359,0.00177998448204642,0.016499140751233,"lhfpl3","445050"
"ENSDARG00000033201",2270.92393042828,-1.26373247603711,0.353393171717609,-3.57599573838665,0.000348897334417105,0.00416153163525025,"crip2l","449795"
"ENSDARG00000056478",40.8062562978012,-1.2659605366969,0.358543763183606,-3.53083965387127,0.000414242785179015,0.00484296436157975,"si:ch211-168b3.1","564814"
"ENSDARG00000037145",74.8918685724418,-1.26714961641871,0.346441486059725,-3.6576151165691,0.000254572934525085,0.00315619577762147,"slc8a4b","557499"
"ENSDARG00000100506",70.1508512979181,-1.27174564826863,0.435759702837577,-2.91845629595231,0.00351769182084269,0.0281557935883224,"crb1","560942"
"ENSDARG00000075949",42.4274229652504,-1.27529656493604,0.38694251196168,-3.29582954964208,0.00098131534246809,0.0101448474751162,"prkd1","557123"
"ENSDARG00000039381",54.8676685990825,-1.28152434215377,0.465045914780425,-2.7556942259322,0.0058567720503798,0.0417629910952405,"ch25hl1.1","336673"
"ENSDARG00000078839",60.4468965524105,-1.2848201283575,0.457128106189341,-2.81063472353051,0.00494438839636254,0.0366186001176586,"LOC563710","563710"
"ENSDARG00000078966",131.301828914456,-1.28548271495562,0.268458142950125,-4.78839159367367,1.6812334147079e-06,3.63383731917754e-05,"rbm15b","100136872"
"ENSDARG00000096867",113.431115842934,-1.28633449751044,0.248084848472768,-5.18505868225822,2.15946859579891e-07,5.37156423602681e-06,"clmn","100330495"
"ENSDARG00000074071",326.246202629698,-1.28712636779801,0.367328773786086,-3.50401727186112,0.000458295632427398,0.00528463046859191,"mrnip","641417"
"ENSDARG00000103819",56.4301646793796,-1.28989328396675,0.393202877869357,-3.28047772935,0.00103631446055714,0.0105972815673885,NA,NA
"ENSDARG00000092060",67.3684305352761,-1.29019400598529,0.420337555583272,-3.06942358313662,0.00214472265690125,0.0191716091631495,"tbx5b","100004161"
"ENSDARG00000069706",311.985179089968,-1.29084332522762,0.30533902779992,-4.22757396762747,2.36224530414605e-05,0.000397886475121915,"prmt6","448867"
"ENSDARG00000060152",59.8703845464318,-1.29770290689846,0.469067671505134,-2.76655797389408,0.00566515110071831,0.0407038172169526,"fam155b","791161"
"ENSDARG00000030703",226.036250326956,-1.29777727348667,0.377500590198832,-3.43781521719773,0.000586427728989103,0.00651982662767187,"otx2a","30462"
"ENSDARG00000053298",150.908701308769,-1.29958507002068,0.422586467607984,-3.07531160989814,0.0021028272701356,0.0188758164663371,"nkx2.2a","30697"
"ENSDARG00000073752",28.8789889249497,-1.30275479324341,0.398699166075339,-3.26751321320106,0.001084968017338,0.0109899616910857,"cacna2d1","101882457"
"ENSDARG00000056659",74.0329972092245,-1.315568784734,0.31785079077109,-4.13895079997284,3.48897755203819e-05,0.000558923774827532,"ttbk1b","100000353"
"ENSDARG00000105088",313.771128613831,-1.32471632631842,0.342656395415826,-3.86601955790384,0.000110626070468681,0.0015345137457188,"tenm4","30156"
"ENSDARG00000078088",51.9454728802431,-1.33065720189943,0.435844369999733,-3.05305584628807,0.00226523777471069,0.0199464421080854,"si:ch211-186j3.6","556807"
"ENSDARG00000099969",730.705774662375,-1.3311842674133,0.190848902081935,-6.97506903572231,3.05720653943275e-12,1.39173720861706e-10,"zgc:152863","562658"
"ENSDARG00000016141",31.6979302902294,-1.333455541998,0.495831309878806,-2.68933307645282,0.00715949435067011,0.0485975924821968,"slc6a2","565776"
"ENSDARG00000022895",41.550945273452,-1.34027339219312,0.409923661812984,-3.26956825635644,0.00107711747033916,0.010937502861094,"mcf2a","557201"
"ENSDARG00000077943",327.121399746292,-1.34786587124863,0.205373287045408,-6.56300481255194,5.27341449136351e-11,2.09347453065392e-09,"ints5","564642"
"ENSDARG00000036722",74.9339185685514,-1.34804975850374,0.453731422570191,-2.9710301985867,0.00296802594204303,0.0245867357355201,"slc9a3.2","568314"
"ENSDARG00000077047",77.8355483204976,-1.34902058763542,0.440323667424521,-3.06370219780809,0.00218616413949688,0.0194169252630794,"ptprnb","564351"
"ENSDARG00000031588",59.6182009059889,-1.34999338456715,0.494948624610974,-2.72754245075079,0.00638080467905009,0.0444850976136095,"si:ch211-39f2.3","100330672"
"ENSDARG00000086453",43.7452787658263,-1.35137204393952,0.432831795886573,-3.12216444536266,0.00179526629319338,0.016608150043073,"cx52.9","404625"
"ENSDARG00000087474",38.7653833380243,-1.35216575436293,0.433249738748784,-3.12098458101315,0.00180247471607287,0.0166625401680206,"ccr6a","558616"
