"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSDARG00000094929",46.1206928312025,8.02205829523768,1.68869345778451,4.75045264032839,2.02961826081907e-06,0.000208178043061403,"apoa4b.3","100004607"
"ENSDARG00000052437",21.7979759958001,3.95841050827925,0.790870787721374,5.0051292445433,5.58245623847805e-07,7.54947202900421e-05,"mia","569807"
"ENSDARG00000020866",124.190667577179,3.82230081739185,0.470501011360693,8.12389500787199,4.51456332856503e-16,9.63405374924586e-13,"apoa4b.2","570354"
"ENSDARG00000041645",21.770651063873,3.78450819319743,0.8225812223956,4.60077143771387,4.20929106320692e-06,0.000385222706267282,"a2ml","100006972"
"ENSDARG00000040298",590.535913673974,3.71972926894651,0.842561608564035,4.41478608939468,1.01109919993443e-05,0.000755903458204501,"apoa4b.1","322543"
"ENSDARG00000053973",1066.19021481239,3.64504641170496,0.894567563381174,4.07464629941184,4.60843349952558e-05,0.00242193713024572,"fetub","569489"
"ENSDARG00000090286",53.3093482313995,3.5237598747486,0.563957886557353,6.24826774967042,4.15029775299266e-10,1.51929520502656e-07,"serpina1","322701"
"ENSDARG00000041569",120.970410449601,3.51972089495697,0.485830885901509,7.24474502773896,4.33253478768857e-13,3.53801456200784e-10,"ces2a","566132"
"ENSDARG00000099200",217.754855947135,3.51855537115569,0.747879964676081,4.70470601880562,2.54232025913108e-06,0.000252089054426675,"zgc:123103","641325"
"ENSDARG00000012076",1915.34682106684,3.4979482638476,0.843852733615331,4.1452117466768,3.39499837205531e-05,0.00191090978312894,"apoa1a","30355"
"ENSDARG00000073936",97.4717784789654,3.46773332326612,0.389362733474166,8.90617674764246,5.28226882608904e-19,3.73843772385075e-15,"LOC100006428","100006428"
"ENSDARG00000011701",63.2564823739914,3.4676970126566,0.611661839135771,5.66930416577268,1.43378628969156e-08,3.2733495164227e-06,"ctsll","449826"
"ENSDARG00000029710",19.3523799439765,3.42462573709815,0.797433003864384,4.29456232749625,1.75038303148321e-05,0.00115416560634943,"lrrc30a","552944"
"ENSDARG00000015866",1293.53719506262,3.38747417240969,0.880706232358651,3.84631565889749,0.000119907267305009,0.00496958851851064,"apoa2","322327"
"ENSDARG00000041490",462.624078144102,3.38349344629529,0.817744417544735,4.13759283915893,3.50968457048072e-05,0.00195072310995934,"LOC568656","568656"
"ENSDARG00000101324",2518.68722430482,3.24085752029427,0.788181536092984,4.11181608790178,3.92558958321153e-05,0.00211543446778546,"apoa1b","100101640"
"ENSDARG00000015662",334.42686234019,3.23144795704246,0.84525336616784,3.82305245549392,0.000131809724650591,0.00530034862458588,"pla2g12b","406739"
"ENSDARG00000104154",32.4255538548481,3.14925678947987,0.578654511639464,5.442378355536,5.25738610134417e-08,1.05306435569565e-05,NA,NA
"ENSDARG00000016319",40.4355633969909,3.13543947869089,0.669732699151132,4.68162818190746,2.84605347435926e-06,0.000277189942053192,"c9","554141"
"ENSDARG00000076838",51.097648835095,3.12973473050093,0.607387066186751,5.15278461582955,2.56646675423363e-07,4.03638682413988e-05,"apom","569714"
"ENSDARG00000023157",22.3708267661336,3.12910405558353,0.821121671525195,3.81076783635653,0.000138535826238612,0.00551856034277338,"cbln10","559705"
"ENSDARG00000095863",783.051487729189,3.1237468653543,0.84187485189957,3.71046463533862,0.000206879196522392,0.00749566399413556,"afp4","568707"
"ENSDARG00000022767",989.8318257224,3.07194249407847,0.829664974673814,3.70263008304794,0.000213375891442856,0.00766564623877278,"apobb.1","321166"
"ENSDARG00000102241",180.795057406039,3.01272728299647,0.852362581934347,3.53456069852269,0.000408453610545501,0.012028137391265,"zgc:136410","449685"
"ENSDARG00000077260",17.9660227170357,2.87430540946474,0.865179368264564,3.32220752701284,0.000893082436072381,0.0204331102184146,"si:dkey-28d5.13","100126116"
"ENSDARG00000014496",32.2358440276662,2.84293014000432,0.629947037176888,4.51296691979842,6.39269960321042e-06,0.000532273717550445,"trpv6","100000322"
"ENSDARG00000023111",58.5633977408364,2.83556013668486,0.590388795015004,4.80286916118183,1.56408093438208e-06,0.000170300340506669,"plg","322691"
"ENSDARG00000040640",13.1250268112137,2.80276888284727,0.814535617637078,3.44094085287264,0.000579695236843151,0.0155209196326025,"LOC101883645","101883645"
"ENSDARG00000113977",527.090696095391,2.78686035791901,0.227897007304151,12.2285956752371,2.18686636437726e-34,4.64315466484579e-30,"fthl29","100170833"
"ENSDARG00000006427",297.390904934784,2.76546224281947,0.345825499670636,7.99669846628805,1.27799700723328e-15,1.69902493463722e-12,"fabp2","30708"
"ENSDARG00000092358",110.787486556003,2.66064055873798,0.315199344135281,8.44113608813874,3.1426799316928e-17,9.53219718710022e-14,NA,NA
"ENSDARG00000059227",106.776819264554,2.65240955547425,0.44208114756809,5.99982507751187,1.97530202300093e-09,6.16759008122879e-07,"fabp1b.1","554095"
"ENSDARG00000069828",17.7021303141421,2.63714686217747,0.771840380828493,3.416699783635,0.000633851366423527,0.0162731949357973,"si:ch211-117n7.7","751622"
"ENSDARG00000037281",84.7493858834847,2.60644706061508,0.512082087206969,5.08990086888477,3.58250749567208e-07,5.35009704443002e-05,"fgg","406327"
"ENSDARG00000090850",54.2824833994274,2.55431423420214,0.532936826659499,4.79290247253663,1.64385548849682e-06,0.00017278386005824,"serpina1l","321195"
"ENSDARG00000031243",19.0639746667481,2.54322878082517,0.726993478352162,3.49828279971613,0.00046826432331867,0.0133094887720241,"snai3","567724"
"ENSDARG00000102207",34.664420328676,2.54218970926097,0.557726918196616,4.55812625555356,5.16120095731566e-06,0.000447275994798882,"zgc:86738","415231"
"ENSDARG00000042780",202.477525882358,2.51904426568003,0.352380842944747,7.14864135243304,8.76409746057337e-13,6.8918265660331e-10,"apoba","566465"
"ENSDARG00000105558",87.1829885702581,2.47692217809129,0.390400456832185,6.34456782707097,2.23050701168784e-10,9.05363355378727e-08,"btr07","793570"
